               epoch,      train/box_loss,      train/cls_loss,      train/dfl_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/cls_loss,        val/dfl_loss,               x/lr0,               x/lr1,               x/lr2
                  99,              1.2032,             0.61678,              1.1451,             0.85509,             0.79684,             0.82789,             0.54988,                   0,                   0,                   0,            0.003532,            0.003532,            0.003532
                 100,              1.1556,             0.60758,              1.1297,             0.87104,             0.75886,             0.81072,             0.54937,                   0,                   0,                   0,            0.003466,            0.003466,            0.003466
                 101,              1.1794,             0.59979,              1.1325,             0.83441,              0.8068,             0.82708,             0.55075,                   0,                   0,                   0,              0.0034,              0.0034,              0.0034
                 102,              1.1575,             0.58928,              1.1299,             0.85926,             0.80175,             0.82531,             0.54739,                   0,                   0,                   0,            0.003334,            0.003334,            0.003334
                 103,              1.1671,             0.59511,              1.1352,             0.84153,             0.80392,             0.82817,              0.5484,                   0,                   0,                   0,            0.003268,            0.003268,            0.003268
                 104,              1.1473,             0.58562,              1.1223,             0.83864,             0.79384,             0.82626,             0.54995,                   0,                   0,                   0,            0.003202,            0.003202,            0.003202
                 105,              1.1673,             0.59012,               1.124,             0.85098,             0.79355,             0.82664,             0.55643,                   0,                   0,                   0,            0.003136,            0.003136,            0.003136
                 106,              1.1565,             0.59686,              1.1228,             0.84383,             0.79046,             0.82401,             0.55531,                   0,                   0,                   0,             0.00307,             0.00307,             0.00307
                 107,              1.1448,             0.58578,               1.115,             0.84992,             0.78382,             0.82244,             0.55447,                   0,                   0,                   0,            0.003004,            0.003004,            0.003004
                 108,              1.1304,             0.58637,              1.1249,             0.84697,             0.78942,             0.82523,              0.5472,                   0,                   0,                   0,            0.002938,            0.002938,            0.002938
                 109,              1.1245,             0.57621,              1.1127,             0.82074,             0.79198,             0.81312,             0.55065,                   0,                   0,                   0,            0.002872,            0.002872,            0.002872
                 110,              1.1351,             0.57411,              1.1181,             0.82516,             0.80273,             0.82495,             0.54995,                   0,                   0,                   0,            0.002806,            0.002806,            0.002806
                 111,              1.1584,              0.5923,              1.1349,             0.84422,              0.7948,             0.82975,             0.55756,                   0,                   0,                   0,             0.00274,             0.00274,             0.00274
                 112,              1.1359,             0.56759,               1.122,             0.84599,              0.7946,             0.83076,              0.5618,                   0,                   0,                   0,            0.002674,            0.002674,            0.002674
                 113,              1.1366,             0.57502,               1.121,             0.83519,             0.82062,             0.84022,             0.56633,                   0,                   0,                   0,            0.002608,            0.002608,            0.002608
                 114,              1.1245,              0.5715,              1.1152,             0.87032,             0.78008,             0.83025,             0.56037,                   0,                   0,                   0,            0.002542,            0.002542,            0.002542
                 115,              1.1213,             0.56988,              1.1116,             0.86915,             0.78534,             0.82861,             0.56593,                   0,                   0,                   0,            0.002476,            0.002476,            0.002476
                 116,              1.0995,             0.56667,              1.1146,             0.86809,             0.78831,             0.82842,             0.56533,                   0,                   0,                   0,             0.00241,             0.00241,             0.00241
                 117,              1.1129,             0.56519,              1.1101,                0.85,             0.80007,             0.82862,             0.56599,                   0,                   0,                   0,            0.002344,            0.002344,            0.002344
                 118,              1.1169,             0.55967,              1.1085,             0.87573,             0.77878,             0.83017,             0.56938,                   0,                   0,                   0,            0.002278,            0.002278,            0.002278
                 119,              1.1124,             0.56355,              1.1093,             0.84763,             0.81307,             0.83224,             0.56784,                   0,                   0,                   0,            0.002212,            0.002212,            0.002212
                 120,              1.0909,             0.55489,              1.1123,             0.84736,             0.80351,             0.82647,             0.56371,                   0,                   0,                   0,            0.002146,            0.002146,            0.002146
                 121,              1.1141,             0.56079,              1.1103,              0.8507,             0.80105,             0.81617,             0.55888,                   0,                   0,                   0,             0.00208,             0.00208,             0.00208
                 122,              1.0978,             0.56605,              1.1125,             0.82964,             0.79141,             0.81383,             0.55134,                   0,                   0,                   0,            0.002014,            0.002014,            0.002014
                 123,              1.0936,             0.55436,              1.1159,             0.86647,             0.78841,             0.82364,              0.5639,                   0,                   0,                   0,            0.001948,            0.001948,            0.001948
                 124,              1.0768,             0.54414,              1.1032,             0.85792,              0.7924,             0.82866,             0.56315,                   0,                   0,                   0,            0.001882,            0.001882,            0.001882
                 125,              1.1127,             0.56041,               1.109,              0.8468,             0.80442,             0.83148,              0.5648,                   0,                   0,                   0,            0.001816,            0.001816,            0.001816
